,rep,k,fuv_vals,error_variance,non_zero_ratio,SS_err
346,1,25,0.003864302413632522,0.38930437104958204,0.019682539682539683,0.38930437104958204
347,2,25,0.05916850558692599,6.43239473719093,0.029206349206349208,6.43239473719093
348,3,25,0.06658757549611734,7.0,0.02158730158730159,7.0
349,4,25,0.028937435562698344,3.000044339969543,0.02603174603174603,3.000044339969543
350,5,25,0.038120950913044384,3.896462547293398,0.024761904761904763,3.896462547293398
351,6,25,0.0005841969179696938,0.059284064787842906,0.024761904761904763,0.059284064787842906
352,7,25,0.04029605263157896,4.0,0.013968253968253968,4.0
353,8,25,0.075580834859732,8.0,0.014603174603174604,8.0
354,9,25,1.7411286464716836e-32,1.7024368987723126e-30,0.018412698412698412,1.7024368987723126e-30
355,10,25,0.06614546955848123,7.0012954666339375,0.029206349206349208,7.0012954666339375
356,11,25,0.03312564519717194,3.5300971013294618,0.02158730158730159,3.5300971013294618
357,12,25,0.07669890507736535,8.00738308211891,0.01650793650793651,8.00738308211891
358,13,25,0.03430273054749605,3.4557861967441146,0.01904761904761905,3.4557861967441146
359,14,25,0.061409428323532245,6.5,0.015238095238095238,6.5
360,0,26,0.010306025870228205,1.0,0.025030525030525032,1.0
361,1,26,0.0191570465133968,2.000000000000103,0.017704517704517704,2.000000000000103
362,2,26,0.0475625539257981,5.0,0.02564102564102564,5.0
363,3,26,0.035865019247372135,3.613177041093536,0.026251526251526252,3.613177041093536
364,4,26,0.06897938662644544,7.0,0.023809523809523808,7.0
365,5,26,0.04682096644303004,4.716920401657458,0.017704517704517704,4.716920401657458
366,6,26,0.0281192189308567,3.016758606952738,0.022588522588522588,3.016758606952738
367,7,26,0.024998582846780037,2.5000000000002647,0.02197802197802198,2.5000000000002647
368,8,26,0.012723906980359145,1.3650790226944263,0.02442002442002442,1.3650790226944263
369,9,26,0.03999773255484383,4.0,0.018925518925518924,4.0
370,10,26,1.2045851792213285e-32,1.2135444522096416e-30,0.017704517704517704,1.2135444522096416e-30
371,11,26,0.07558251717052569,8.000178067447582,0.026251526251526252,8.000178067447582
372,12,26,0.011876833720376798,1.2226540491032338,0.026862026862026864,1.2226540491032338
373,13,26,0.014573844602963772,1.5320712829782324,0.019536019536019536,1.5320712829782324
374,14,26,0.05630266557804622,6.000000162144807,0.018315018315018316,6.000000162144807
375,0,27,0.050585551054921914,5.317791716340545,0.0205761316872428,5.317791716340545
376,1,27,0.06848433756632566,7.000000000316769,0.017048794826572605,7.000000000316769
377,2,27,0.022263507447750238,2.3885310569652676,0.0205761316872428,2.3885310569652676
378,3,27,4.108118890462204e-32,4.108351777020621e-30,0.021164021164021163,4.108351777020621e-30
379,4,27,0.03022203947368422,3.0,0.02821869488536155,3.0
380,5,27,0.0759815921391433,7.877275266670368,0.021164021164021163,7.877275266670368
381,6,27,0.05130915479502541,5.393860354415823,0.012933568489124045,5.393860354415823
382,7,27,0.060165069523263864,6.016848024149081,0.01646090534979424,6.016848024149081
383,8,27,0.039997732554843825,4.0,0.02704291593180482,4.0
384,9,27,0.0006575830523938601,0.06769452200476794,0.0205761316872428,0.06769452200476794
385,10,27,0.0028018543365130434,0.28020131717928914,0.018224573780129337,0.28020131717928914
386,11,27,1.0000113928648167e-32,1.0440141617503988e-30,0.02586713697824809,1.0440141617503988e-30
387,12,27,0.06658757549611734,7.0,0.015873015873015872,7.0
388,13,27,0.02271613664484526,2.3715698167732384,0.02292768959435626,2.3715698167732384
389,14,27,0.0668541393900733,7.124437947337606,0.01646090534979424,7.124437947337606
390,0,28,0.00044726151736592014,0.047018240238285845,0.01984126984126984,0.047018240238285845
391,1,28,0.03831409302679166,4.000000000000003,0.024376417233560092,4.000000000000003
392,2,28,0.052437698501160056,5.282771131540906,0.023809523809523808,5.282771131540906
393,3,28,0.03858348718371657,4.000083977413881,0.023242630385487528,4.000083977413881
394,4,28,0.03833312437347588,4.001986876909333,0.01473922902494331,4.001986876909333
395,5,28,0.05011657001259731,5.195758687020294,0.031179138321995464,5.195758687020294
396,6,28,0.03534795438612341,3.7669216878237086,0.026077097505668934,3.7669216878237086
397,7,28,0.005327896574508516,0.552361522418434,0.021541950113378686,0.552361522418434
398,8,28,0.018808193312300037,1.9635796467005664,0.1621315192743764,1.9635796467005664
399,9,28,0.10956443348090598,11.438551699949324,0.02891156462585034,11.438551699949324
400,10,28,0.0391339071789866,4.0,0.024376417233560092,4.0
401,11,28,0.06397136816358671,7.000005310888983,0.027210884353741496,7.000005310888983
402,12,28,0.029347065570163592,3.1274256089238275,0.015873015873015872,3.1274256089238275
403,13,28,0.030259250253179923,3.202849008941177,0.018140589569160998,3.202849008941177
404,14,28,0.06751968503937007,7.0,0.015873015873015872,7.0
405,0,29,0.05236543894525733,5.504901926308684,0.01751505199781062,5.504901926308684
406,1,29,5.118868178447875e-07,5.08126016734091e-05,0.025177887246852763,5.08126016734091e-05
407,2,29,0.015340909090909093,1.5,0.025177887246852763,1.5
408,3,29,0.028735569770093724,3.0,0.021346469622331693,3.0
409,4,29,0.02978368655550857,3.0005206945309184,0.013136288998357963,3.0005206945309184
410,5,29,4.261564266342408e-14,4.230254814589687e-12,0.019157088122605363,4.230254814589687e-12
411,6,29,0.027416279840850023,3.0000000000001337,0.022441160372194856,3.0000000000001337
412,7,29,0.01012524403150642,0.9748704344166953,0.024630541871921183,0.9748704344166953
413,8,29,0.01970848325742342,2.0000088366844486,0.02736726874657909,2.0000088366844486
414,9,29,0.022272878798180535,2.292869134057141,0.021346469622331693,2.292869134057141
415,10,29,0.0019781656938966685,0.19782778348090213,0.022988505747126436,0.19782778348090213
416,11,29,0.06346686172193301,6.347045961658845,0.02681992337164751,6.347045961658845
417,12,29,1.8168995071492862e-05,0.001870397103748682,0.02736726874657909,0.001870397103748682
418,13,29,0.024278428250170597,2.5522628881585234,0.024630541871921183,2.5522628881585234
419,14,29,0.11483220688935518,11.56862877025005,0.0180623973727422,11.56862877025005
